êÁñ{ç˜,çïÇ§Ç≥P,23,154,,
0,-6,-1.5,1,24,1
0,-4,-3,1,8,1
0,6,-4,1,8,1
0,6,-3,1,8,1
0,6,-2,1,96,1
0,6,-1,1,96,1
0,6,0,1,96,1
0,6,1,1,96,1
0,6,2,1,96,1
0,6,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,-6,-4,1,16,1
0,-6,-3,1,8,1
0,-6,-2,1,96,1
0,-6,-1,1,96,1
0,-6,0,1,96,1
0,-6,1,1,96,1
0,-6,2,1,96,1
0,-6,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,-4,0,1,16,1
0,-4,0,1,8,1
0,4,0,1,8,1
0,4,0,1,8,1
0,-2,-4,1,8,1
0,2,-3,1,16,1
0,-2,-2,1,16,1
0,-6,-1,1,16,1
0,2,0,1,16,1
0,-2,1,1,16,1
0,2,2,1,16,1
0,6,3,1,16,1
0,6,-4,1,16,1
0,6,-3,1,8,1
0,5,-2,1,96,1
0,4,-1,1,96,1
0,3,0,1,96,1
0,2,1,1,96,1
0,1,2,1,96,1
0,0,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,-6,-4,1,16,1
0,-6,-3,1,8,1
0,-5,-2,1,96,1
0,-4,-1,1,96,1
0,-3,0,1,96,1
0,-2,1,1,96,1
0,-1,2,1,96,1
0,0,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,6,-4,1,16,1
0,6,-3,1,8,1
0,5,-2,1,96,1
0,4,-1,1,96,1
0,3,0,1,96,1
0,2,1,1,96,1
0,1,2,1,96,1
0,0,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,0,-1,1,16,1
0,6,1.5,1,8,1
0,2,0.5,1,24,1
0,-2,-0.5,1,24,1
0,-6,-1.5,1,24,1
0,-4,-3,1,8,1
0,6,-4,1,8,1
0,2,-3,1,16,1
0,6,-2,1,16,1
0,2,-1,1,16,1
0,-2,1,1,16,1
0,-6,2,1,16,1
0,-2,3,1,16,1
0,-6,4,1,16,1
0,3,-3,1,16,1
0,2,-2.5,1,32,1
0,1,-2,1,32,1
0,-3,-2,1,16,1
0,-2,-1.5,1,32,1
0,-1,-1,1,32,1
0,6,0,1,16,1
0,5,0.5,1,32,1
0,4,1,1,32,1
0,-6,1,1,16,1
0,-5,1.5,1,32,1
0,-4,-2,1,32,1
0,0,0,1,16,1
0,8,0,1,8,1
0,0,0,1,16,1
0,-8,0,1,8,1
0,0,0,1,16,1
0,6,3,1,8,1
0,5.5,2.75,1,96,1
0,5,2.5,1,96,1
0,4.5,2.25,1,96,1
0,4,2,1,96,1
0,3.5,1.75,1,96,1
0,3,1.5,1,96,1
0,2.5,1.25,1,96,1
0,2,1,1,96,1
0,1.5,0.75,1,96,1
0,1,0.5,1,96,1
0,0.5,0.25,1,96,1
0,0,0,1,96,1
0,-0.5,-0.25,1,96,1
0,-1,-0.5,1,96,1
0,-1.5,-0.75,1,96,1
0,-2,-1,1,96,1
0,-2.5,-1.25,1,96,1
0,-3,-1.5,1,96,1
0,-3.5,-1.75,1,96,1
0,-4,-2,1,96,1
0,-4.5,-2.25,1,96,1
0,-5,-2.5,1,96,1
0,-5.5,-2.75,1,96,1
0,-6,-3,1,96,1
0,6,-3,1,4,1
0,2,-2,1,4,1
0,4,0,3,16,1
0,1,1,1,16,1
0,4,2,1,16,1
0,7,3,1,16,1
0,-3,0,1,8,1
0,3,0,1,8,1
0,-6,-3,1,8,1
0,-2,-2,1,4,1
0,-4,0,3,16,1
0,-1,1,1,16,1
0,-4,2,1,16,1
0,-7,3,1,16,1
0,3,0,1,8,1
0,-3,0,1,8,1
0,6,-3,1,8,1
0,2,-2,1,4,1
0,4,0,3,16,1
0,1,1,1,16,1
0,4,2,1,16,1
0,7,3,1,16,1
0,-3,0,1,8,1
0,3,0,1,8,1
0,-4,-1,1,8,1
0,4,-1,1,4,1
0,0,3,3,16,1
0,0,-2,1,16,1
0,0,0,1,8,1
0,0,2,1,8,1
0,0,3,1,4,1
0,-1,3,1,40,1
0,-2,2,1,40,1
0,-3,1,1,40,1
0,-3,0,1,40,1
0,-3,-1,1,40,1
0,-2,-2,1,40,1
0,-1,-3,1,40,1
0,0,-3,1,40,1
0,1,-3,1,40,1
0,2,-2,1,40,1
0,3,-1,1,40,1
0,3,0,1,40,1
0,3,1,1,40,1
0,2,2,1,40,1
0,1,3,1,40,1
0,0,0,1,16,1
0,-2,-2,1,16,1
0,2,-1,1,8,1
0,-4,1,1,8,1
0,4,2,1,8,1
0,-6,3,1,8,1
0,-2,2,3,16,1
0,-4,1,1,16,1
0,0,0,1,8,1
0,7,0,1,8,1
0,5,-1,1,64,1
0,4,-2,1,64,1
0,3,-2,1,64,1
0,2,-2,1,64,1
0,1,-2,1,64,1
0,0,-2,1,64,1
0,-1,-2,1,64,1
0,-2,-1.5,1,64,1
0,-2.5,-1,1,64,1
0,-2.5,-0.5,1,64,1
0,-2.5,0,1,64,1
0,-2,0.5,1,64,1
0,-1,1,1,64,1
0,0,1,1,64,1
0,1,1,1,64,1
0,1.5,0.5,1,64,1
0,2,0,1,64,1
0,2,-0.5,1,64,1
0,2,-1,1,64,1
0,1.5,-1.5,1,64,1
0,1,-2,1,64,1
0,0,-2,1,64,1
0,-1,-2,1,64,1
0,-2,-2,1,64,1
0,-3,-2,1,64,1
0,-4,-2,1,64,1
0,-5,-1,1,64,1
0,-7,0,1,64,1
0,-6,0,1,16,1
0,-2,0,3,16,1
0,-4,1,1,16,1
0,-4,-3,1,8,1
0,2,2,1,8,1
0,6,2,1,8,1
0,4,3,1,8,1
0,4,-1,1,8,1
0,-8,0,1,8,1
0,-7,0,1,64,1
0,-6,0,1,64,1
0,-5,0,1,64,1
0,-4,0,1,64,1
0,8,0,3,16,1
0,7,0,1,64,1
0,6,0,1,64,1
0,5,0,1,64,1
0,4,0,1,64,1
0,0,-4,3,16,1
0,0,-3,1,64,1
0,0,-2,1,64,1
0,0,-1,1,64,1
0,0,0,1,64,1
0,0,4,3,16,1
0,0,3,1,64,1
0,0,2,1,64,1
0,0,1,1,64,1
0,0,0,1,64,1
0,-6,2,3,16,1
0,-3,1,1,4,1
0,0,0,1,4,1
0,3,-1,1,4,1
0,6,-3,1,4,1
0,6,-1,1,8,1
0,3,0,1,16,1
0,6,1,1,16,1
0,6,-3,1,8,1
0,-6,-3,1,8,1
0,-2,-1.5,1,16,1
0,-4,0,1,16,1
0,-2,1.5,1,16,1
0,-6,3,1,16,1
0,6,2,1,4,1
0,2,0.5,1,8,1
0,4,1.5,1,8,1
0,0,0,1,4,1
0,-3,-1,1,4,1
0,-6,-3,1,4,1
0,-4,-1,1,8,1
0,6,-3,1,8,1
0,2,-1.5,1,16,1
0,4,0,1,16,1
0,2,1.5,1,16,1
0,6,3,1,16,1
0,-4,1,1,8,1
0,-6,3,1,8,1
0,-3,1,1,4,1
0,0,0,1,4,1
0,3,-1,1,4,1
0,6,-3,1,4,1
0,-4,-3,1,4,1
0,-2,-1.5,1,16,1
0,-6,0,1,16,1
0,-2,1.5,1,16,1
0,-4,3,1,16,1
0,6,-1,1,8,1
0,3,1,1,8,1
0,-3,-2,1,4,1
0,0,0,1,8,1
0,3,2,1,8,1
0,3,2,1,8,1
0,-3,2,1,4,1
0,-3,2,1,8,1
0,0,0,1,4,1
0,3,-2,1,4,1
0,-3,0,1,4,1
0,3,2,1,8,1
0,2,1,3,8,1
0,-2,-2,1,8,1
0,-4,-3,1,8,1
0,-2,-2,1,8,1
0,-6,-1,1,16,1
0,-6,0,1,8,1
0,-2,1,1,16,1
0,-4,3,1,8,1
0,-2,1,1,16,1
0,0,3,1,16,1
0,2,1,1,16,1
0,4,3,1,16,1
0,6,-3,1,8,1
0,6,-2,1,8,1
0,2,-1,1,16,1
0,6,0,1,16,1
0,-3,-2,1,8,1
0,3,0,1,8,1
0,-3,2,1,8,1
0,-2,1,1,4,1
0,2,-2,1,8,1
0,4,-3,1,8,1
0,2,-2,1,8,1
0,6,-1,1,16,1
0,6,0,1,8,1
0,2,1,1,16,1
0,4,3,1,8,1
0,2,1,1,16,1
0,0,3,1,16,1
0,-2,1,1,16,1
0,-4,3,1,16,1
0,-6,-2,1,8,1
0,-6,2,1,8,1
0,-5,3,1,8,1
0,-3,2,1,24,1
0,-1,1,1,24,1
0,1,0,1,24,1
0,3,-2,1,8,1
0,-3,0,1,8,1
0,-2,1,1,4,1
0,2,-2,1,8,1
0,4,-3,1,8,1
0,2,-2,1,8,1
0,6,-1,1,16,1
0,6,0,1,8,1
0,2,1,1,16,1
0,4,3,1,8,1
0,2,1,1,16,1
0,0,3,1,16,1
0,-2,1,1,16,1
0,-4,3,1,16,1
0,-6,-3,1,8,1
0,-6,-2,1,8,1
0,-2,-1,1,16,1
0,-6,0,1,16,1
0,3,-2,1,8,1
0,-3,0,1,8,1
0,3,2,1,8,1
0,2,2,1,4,1
0,0,0,1,8,1
0,-2,-2,1,8,1
0,-6,-3,1,8,1
0,-2,-2,1,16,1
0,-6,-1,1,16,1
0,6,-2,1,8,1
0,2,-1,1,16,1
0,6,0,1,16,1
0,-2,-1,1,8,1
0,-6,0,1,16,1
0,-2,1,1,16,1
0,2,0,1,8,1
0,6,1,1,16,1
0,2,2,1,16,1
0,1,3,1,8,1
0,0,1,1,8,1
0,-1,-1,1,8,1
0,-2,-3,1,8,1
0,-2,1,1,4,1
0,2,-2,1,8,1
0,4,-3,1,8,1
0,2,-2,1,8,1
0,6,-1,1,16,1
0,6,0,1,8,1
0,2,1,1,16,1
0,4,3,1,8,1
0,2,1,1,16,1
0,0,3,1,16,1
0,-2,1,1,16,1
0,-4,3,1,16,1
0,-6,-3,1,8,1
0,-6,-2,1,8,1
0,-2,-1,1,16,1
0,-6,0,1,16,1
0,3,-2,1,8,1
0,-3,0,1,8,1
0,3,2,1,8,1
0,2,1,1,4,1
0,-2,-2,1,8,1
0,-4,-3,1,8,1
0,-2,-2,1,8,1
0,-6,-1,1,16,1
0,-6,0,1,8,1
0,-2,1,1,16,1
0,-4,3,1,8,1
0,-2,1,1,16,1
0,0,3,1,16,1
0,2,1,1,16,1
0,4,3,1,16,1
0,6,-2,1,8,1
0,6,2,1,8,1
0,5,3,1,8,1
0,3,2,1,24,1
0,1,1,1,24,1
0,-1,0,1,24,1
0,-3,-2,1,8,1
0,3,0,1,8,1
0,2,1,1,4,1
0,-2,-2,1,8,1
0,-4,-3,1,8,1
0,-2,-2,1,8,1
0,-6,-1,1,16,1
0,-6,0,1,8,1
0,-2,1,1,16,1
0,-4,3,1,8,1
0,-2,1,1,16,1
0,0,3,1,16,1
0,2,1,1,16,1
0,4,3,1,16,1
0,6,-3,1,8,1
0,6,-2,1,8,1
0,2,-1,1,16,1
0,6,0,1,16,1
0,-3,-2,1,8,1
0,3,0,1,8,1
0,-3,2,1,8,1
0,-2,2,1,4,1
0,0,0,1,8,1
0,2,-2,1,8,1
0,6,-3,1,8,1
0,2,-2,1,16,1
0,6,-1,1,16,1
0,-6,-2,1,8,1
0,-2,-1,1,16,1
0,-6,0,1,16,1
0,2,-1,1,8,1
0,6,0,1,16,1
0,2,1,1,16,1
0,-2,0,1,8,1
0,-6,1,1,16,1
0,-2,2,1,16,1
0,2,3,1,8,1
0,-2,1,1,8,1
0,2,-1,1,8,1
0,3,-3,1,8,1
0,2.75,-2.75,1,64,1
0,2.5,-2.5,1,64,1
0,2.25,-2.25,1,64,1
0,2,-2,1,64,1
0,1.75,-1.75,1,64,1
0,1.5,-1.5,1,64,1
0,1.25,-1.25,1,64,1
0,1,-1,1,64,1
0,0.75,-0.75,1,64,1
0,0.5,-0.5,1,64,1
0,0.25,-0.25,1,64,1
0,0,0,1,64,1
0,-0.25,0.25,1,64,1
0,-0.5,0.5,1,64,1
0,-0.75,0.75,1,64,1
0,-1,1,1,64,1
0,-1.25,1.25,1,64,1
0,-1.5,1.5,1,64,1
0,-1.75,1.75,1,64,1
0,-2,2,1,64,1
0,-2.25,2.25,1,64,1
0,-2.5,2.5,1,64,1
0,-2.75,2.75,1,64,1
0,-3,3,1,64,1
0,6,2,1,8,1
0,3,1,1,4,1
0,0,0,1,4,1
0,-3,-1,1,4,1
0,-6,-3,1,4,1
0,-6,-1,1,8,1
0,-3,0,1,16,1
0,-6,1,1,16,1
0,-6,-3,1,8,1
0,6,-3,1,8,1
0,2,-1.5,1,16,1
0,4,0,1,16,1
0,2,1.5,1,16,1
0,6,3,1,16,1
0,-6,2,1,4,1
0,-2,0.5,1,8,1
0,-4,1.5,1,8,1
0,0,0,1,4,1
0,3,-1,1,4,1
0,6,-3,1,4,1
0,4,-1,1,8,1
0,-6,-3,1,8,1
0,-2,-1.5,1,16,1
0,-4,0,1,16,1
0,-2,1.5,1,16,1
0,-6,3,1,16,1
0,4,1,1,8,1
0,6,3,1,8,1
0,3,1,1,4,1
0,0,0,1,4,1
0,-3,-1,1,4,1
0,-6,-3,1,4,1
0,4,-3,1,4,1
0,2,-1.5,1,16,1
0,6,0,1,16,1
0,2,1.5,1,16,1
0,4,3,1,16,1
0,-6,-1,1,8,1
0,-3,1,1,8,1
0,3,-2,1,4,1
0,0,0,1,8,1
0,-3,2,1,8,1
0,-3,2,1,8,1
0,3,2,1,4,1
0,3,2,1,8,1
0,0,0,1,4,1
0,-3,-2,1,4,1
0,3,0,1,4,1
0,-3,2,1,8,1
0,3,2,3,8,1
0,-3,0,1,8,0.75
0,-5,-1,1,8,0.5
0,-7,-2,3,16,0.5
0,-5,-3,3,16,0.5
0,-3,-4,1,8,0.5
0,2,-3,3,8,0.5
0,4,-2,1,8,0.5
0,6,-1,1,8,0.5
0,6,1,1,8,0.5
0,4,2,1,8,0.5
0,2,3,1,8,0.5
0,-3,2,1,4,0.5
0,3,0,1,8,0.5
0,5,-1,1,8,0.5
0,7,-2,3,16,0.5
0,5,-3,3,16,0.5
0,3,-4,1,8,0.5
0,-2,3,3,8,0.5
0,-4,2,1,8,0.5
0,-6,1,1,8,0.5
0,-6,-1,1,8,0.5
0,-4,-2,1,8,0.5
0,-2,-3,1,8,0.5
0,-3,0,1,4,0.5
0,0,0,1,8,0.5
0,3,0,1,8,0.5
0,-5,-3,1,8,0.75
0,-2,-2,1,16,0.75
0,-5,-1,1,16,0.75
0,5,-1,1,8,0.75
0,2,0,1,16,0.75
0,5,1,1,16,0.75
0,-5,1,1,8,0.75
0,-2,2,1,16,0.75
0,-5,3,1,16,0.75
0,5,3,1,8,0.75
0,2,2,1,16,0.75
0,5,1,1,16,0.75
0,-5,1,1,8,0.75
0,-2,0,1,16,0.75
0,-5,-1,1,16,0.75
0,5,-1,1,8,0.75
0,2,-2,1,16,0.75
0,5,-3,1,16,0.75
0,0,-2,1,16,0.75
0,-5,-1,1,16,0.75
0,0,0,1,16,0.75
0,5,1,1,16,0.75
0,0,2,1,16,0.75
0,-5,3,1,16,0.75
0,-5,-3,1,8,1
0,-3,-2,1,16,1
0,-1,-1,1,16,1
0,5,-2,1,8,1
0,3,-1,1,16,1
0,1,0,1,16,1
0,-2,-1,1,8,1
0,-4,0,1,16,1
0,-6,1,1,16,1
0,2,0,1,8,1
0,4,1,1,16,1
0,6,2,1,16,1
0,3,0,1,8,1
0,3,0,1,8,1
0,-3,0,1,8,1
0,-3,0,1,8,1
0,6,3,1,8,1
0,2,1,1,16,1
0,-2,-1,1,16,1
0,-6,-3,1,16,1
0,-6,3,1,16,1
0,-2,1,1,16,1
0,2,-1,1,16,1
0,6,-3,1,16,1
0,4,-3,1,16,1
0,2,-2,1,8,1
0,6,-1,1,16,1
0,6,0,1,8,1
0,2,1,1,16,1
0,4,3,1,8,1
0,2,1,1,16,1
0,0,3,1,16,1
0,-2,1,1,16,1
0,-4,3,1,16,1
0,-6,-3,1,8,1
0,-6,-2,1,8,1
0,-2,-1,1,16,1
0,-6,0,1,16,1
0,3,-2,1,8,1
0,-3,0,1,8,1
0,3,2,1,8,1
0,2,1,1,4,1
0,-2,-2,1,8,1
0,-4,-3,1,8,1
0,-2,-2,1,8,1
0,-6,-1,1,16,1
0,-6,0,1,8,1
0,-2,1,1,16,1
0,-4,3,1,8,1
0,-2,1,1,16,1
0,0,3,1,16,1
0,2,1,1,16,1
0,4,3,1,16,1
0,6,-2,1,8,1
0,6,2,1,8,1
0,5,3,1,8,1
0,3,2,1,24,1
0,1,1,1,24,1
0,-1,0,1,24,1
0,-3,-2,1,8,1
0,3,0,1,8,1
0,-5,1,1,8,1
0,-3,0,1,24,1
0,-1,-1,1,24,1
0,1,-2,1,24,1
0,-2,-2,1,8,1
0,-4,-3,1,8,1
0,-2,-2,1,8,1
0,-6,-1,1,16,1
0,-6,0,1,8,1
0,-2,1,1,16,1
0,-4,3,1,8,1
0,-2,1,1,16,1
0,0,3,1,16,1
0,2,1,1,16,1
0,4,3,1,16,1
0,6,-3,1,8,1
0,6,-2,1,8,1
0,2,-1,1,16,1
0,6,0,1,16,1
0,-3,-2,1,8,1
0,3,0,1,8,1
0,-3,2,1,8,1
0,-2,2,1,4,1
0,0,0,1,8,1
0,3,-3,1,8,1
0,-3,-2,1,16,1
0,3,-1,1,16,1
0,0,0,1,16,1
0,-3,1,1,16,1
0,3,2,1,16,1
0,-3,3,1,16,1
0,0,4,1,16,1
0,3,3,1,16,1
0,-3,2,1,16,1
0,3,1,1,16,1
0,6,0,1,16,1
0,-3,-1,1,16,1
0,3,-2,1,16,1
0,-3,-3,1,16,1
0,-6,-4,1,16,1
0,-6,-4,1,16,1
0,-2,-3,1,16,1
0,-4,-2,1,16,1
0,0,1,1,16,1
0,-2,0,1,16,1
0,2,1,1,16,1
0,0,2,1,16,1
0,2,3,1,16,1
0,-7,-3,1,16,1
0,-5,-2.75,1,64,1
0,-3,-2.5,1,64,1
0,-1,-2.25,1,64,1
0,1,-2,1,64,1
0,3,-1.75,1,64,1
0,5,-1.5,1,64,1
0,7,-1.25,1,64,1
0,5,-1,1,64,1
0,3,-0.75,1,64,1
0,1,-0.5,1,64,1
0,-1,-0.25,1,64,1
0,-3,0,1,64,1
0,-5,0.25,1,64,1
0,-7,0.5,1,64,1
0,-5,0.75,1,64,1
0,-3,1,1,64,1
0,-1,1.25,1,64,1
0,1,1.5,1,64,1
0,3,1.75,1,64,1
0,5,2,1,64,1
0,7,2.25,1,64,1
0,5,2.5,1,64,1
0,3,2.75,1,64,1
0,1,3,1,64,1
0,6,-4,1,8,1
0,6,-3,1,8,1
0,6,-2,1,96,1
0,6,-1,1,96,1
0,6,0,1,96,1
0,6,1,1,96,1
0,6,2,1,96,1
0,6,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,-6,-4,1,16,1
0,-6,-3,1,8,1
0,-6,-2,1,96,1
0,-6,-1,1,96,1
0,-6,0,1,96,1
0,-6,1,1,96,1
0,-6,2,1,96,1
0,-6,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,6,-4,1,16,1
0,6,-3,1,8,1
0,6,-2,1,96,1
0,6,-1,1,96,1
0,6,0,1,96,1
0,6,1,1,96,1
0,6,2,1,96,1
0,6,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,0,-1,1,16,1
0,-6,1.5,1,8,1
0,-2,0.5,1,24,1
0,2,-0.5,1,24,1
0,6,-1.5,1,24,1
0,4,-3,1,8,1
0,-6,-4,1,8,1
0,-6,-3,1,8,1
0,-6,-2,1,96,1
0,-6,-1,1,96,1
0,-6,0,1,96,1
0,-6,1,1,96,1
0,-6,2,1,96,1
0,-6,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,6,-4,1,16,1
0,6,-3,1,8,1
0,6,-2,1,96,1
0,6,-1,1,96,1
0,6,0,1,96,1
0,6,1,1,96,1
0,6,2,1,96,1
0,6,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,4,0,1,16,1
0,4,0,1,8,1
0,-4,0,1,8,1
0,-4,0,1,8,1
0,2,-4,1,8,1
0,-2,-3,1,16,1
0,2,-2,1,16,1
0,6,-1,1,16,1
0,-2,0,1,16,1
0,2,1,1,16,1
0,-2,2,1,16,1
0,-6,3,1,16,1
0,-6,-4,1,16,1
0,-6,-3,1,8,1
0,-5,-2,1,96,1
0,-4,-1,1,96,1
0,-3,0,1,96,1
0,-2,1,1,96,1
0,-1,2,1,96,1
0,0,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,6,-4,1,16,1
0,6,-3,1,8,1
0,5,-2,1,96,1
0,4,-1,1,96,1
0,3,0,1,96,1
0,2,1,1,96,1
0,1,2,1,96,1
0,0,3,1,96,1
0,3,3,1,16,1
0,1,1,1,16,1
0,-1,-1,1,16,1
0,-3,-3,1,16,1
0,-6,-4,1,16,1
0,-6,-3,1,8,1
0,-5,-2,1,96,1
0,-4,-1,1,96,1
0,-3,0,1,96,1
0,-2,1,1,96,1
0,-1,2,1,96,1
0,0,3,1,96,1
0,-3,3,1,16,1
0,-1,1,1,16,1
0,1,-1,1,16,1
0,3,-3,1,16,1
0,0,-1,1,16,1
0,-6,1.5,1,8,1
0,-2,0.5,1,24,1
0,2,-0.5,1,24,1
0,6,-1.5,1,24,1
0,4,-3,1,8,1
0,-6,-4,1,8,1
0,-2,-3,1,16,1
0,-6,-2,1,16,1
0,-2,-1,1,16,1
0,2,1,1,16,1
0,6,2,1,16,1
0,2,3,1,16,1
0,6,4,1,16,1
0,-3,-3,1,16,1
0,-2,-2.5,1,32,1
0,-1,-2,1,32,1
0,3,-2,1,16,1
0,2,-1.5,1,32,1
0,1,-1,1,32,1
0,-6,0,1,16,1
0,-5,0.5,1,32,1
0,-4,1,1,32,1
0,6,1,1,16,1
0,5,1.5,1,32,1
0,4,2,1,32,1
0,0,0,1,16,1
0,-8,0,1,8,1
0,0,0,1,16,1
0,8,0,1,8,1
0,0,0,1,16,1
0,-6,3,1,8,1
0,-5.5,2.75,1,96,1
0,-5,2.5,1,96,1
0,-4.5,2.25,1,96,1
0,-4,2,1,96,1
0,-3.5,1.75,1,96,1
0,-3,1.5,1,96,1
0,-2.5,1.25,1,96,1
0,-2,1,1,96,1
0,-1.5,0.75,1,96,1
0,-1,0.5,1,96,1
0,-0.5,0.25,1,96,1
0,0,0,1,96,1
0,0.5,-0.25,1,96,1
0,1,-0.5,1,96,1
0,1.5,-0.75,1,96,1
0,2,-1,1,96,1
0,2.5,-1.25,1,96,1
0,3,-1.5,1,96,1
0,3.5,-1.75,1,96,1
0,4,-2,1,96,1
0,4.5,-2.25,1,96,1
0,5,-2.5,1,96,1
0,5.5,-2.75,1,96,1
0,6,-3,1,96,1
0,0,-3,1,8,1
0,0,-3,1,16,1
0,-3,-3,1,16,1
0,0,-2,1,16,1
0,3,-1,1,16,1
0,-3,1,1,16,1
0,0,2,1,16,1
0,3,3,1,16,1
0,0,3,1,16,1
0,6,3,1,8,1
0,5.5,2.75,1,96,1
0,5,2.5,1,96,1
0,4.5,2.25,1,96,1
0,4,2,1,96,1
0,3.5,1.75,1,96,1
0,3,1.5,1,96,1
0,2.5,1.25,1,96,1
0,2,1,1,96,1
0,1.5,0.75,1,96,1
0,1,0.5,1,96,1
0,0.5,0.25,1,96,1
0,0,0,1,96,1
0,-0.5,-0.25,1,96,1
0,-1,-0.5,1,96,1
0,-1.5,-0.75,1,96,1
0,-2,-1,1,96,1
0,-2.5,-1.25,1,96,1
0,-3,-1.5,1,96,1
0,-3.5,-1.75,1,96,1
0,-4,-2,1,96,1
0,-4.5,-2.25,1,96,1
0,-5,-2.5,1,96,1
0,-5.5,-2.75,1,96,1
0,-6,-3,1,96,1
